Test case length,Covered states,Covered transitions,Number of All_Mutants,Number of killed All_Mutants OracleOutput,Mutation score All_Mutants OracleOutput,Number of killed All_Mutants OracleState,Mutation score All_Mutants OracleState,Number of killed All_Mutants OracleOutputAndState,Mutation score All_Mutants OracleOutputAndState,Number of killed All_Mutants OracleW,Mutation score All_Mutants OracleW,Number of CIS_Mutant,Number of killed CIS_Mutant OracleOutput,Mutation score CIS_Mutant OracleOutput,Number of killed CIS_Mutant OracleState,Mutation score CIS_Mutant OracleState,Number of killed CIS_Mutant OracleOutputAndState,Mutation score CIS_Mutant OracleOutputAndState,Number of killed CIS_Mutant OracleW,Mutation score CIS_Mutant OracleW,Number of CI_Mutant,Number of killed CI_Mutant OracleOutput,Mutation score CI_Mutant OracleOutput,Number of killed CI_Mutant OracleState,Mutation score CI_Mutant OracleState,Number of killed CI_Mutant OracleOutputAndState,Mutation score CI_Mutant OracleOutputAndState,Number of killed CI_Mutant OracleW,Mutation score CI_Mutant OracleW,Number of DI_Mutant,Number of killed DI_Mutant OracleOutput,Mutation score DI_Mutant OracleOutput,Number of killed DI_Mutant OracleState,Mutation score DI_Mutant OracleState,Number of killed DI_Mutant OracleOutputAndState,Mutation score DI_Mutant OracleOutputAndState,Number of killed DI_Mutant OracleW,Mutation score DI_Mutant OracleW,Number of II_Mutant,Number of killed II_Mutant OracleOutput,Mutation score II_Mutant OracleOutput,Number of killed II_Mutant OracleState,Mutation score II_Mutant OracleState,Number of killed II_Mutant OracleOutputAndState,Mutation score II_Mutant OracleOutputAndState,Number of killed II_Mutant OracleW,Mutation score II_Mutant OracleW,Number of CO_Mutant,Number of killed CO_Mutant OracleOutput,Mutation score CO_Mutant OracleOutput,Number of killed CO_Mutant OracleState,Mutation score CO_Mutant OracleState,Number of killed CO_Mutant OracleOutputAndState,Mutation score CO_Mutant OracleOutputAndState,Number of killed CO_Mutant OracleW,Mutation score CO_Mutant OracleW,Number of DO_Mutant,Number of killed DO_Mutant OracleOutput,Mutation score DO_Mutant OracleOutput,Number of killed DO_Mutant OracleState,Mutation score DO_Mutant OracleState,Number of killed DO_Mutant OracleOutputAndState,Mutation score DO_Mutant OracleOutputAndState,Number of killed DO_Mutant OracleW,Mutation score DO_Mutant OracleW,Number of IO_Mutant,Number of killed IO_Mutant OracleOutput,Mutation score IO_Mutant OracleOutput,Number of killed IO_Mutant OracleState,Mutation score IO_Mutant OracleState,Number of killed IO_Mutant OracleOutputAndState,Mutation score IO_Mutant OracleOutputAndState,Number of killed IO_Mutant OracleW,Mutation score IO_Mutant OracleW,Number of CSS_Mutant,Number of killed CSS_Mutant OracleOutput,Mutation score CSS_Mutant OracleOutput,Number of killed CSS_Mutant OracleState,Mutation score CSS_Mutant OracleState,Number of killed CSS_Mutant OracleOutputAndState,Mutation score CSS_Mutant OracleOutputAndState,Number of killed CSS_Mutant OracleW,Mutation score CSS_Mutant OracleW,Number of CES_Mutant,Number of killed CES_Mutant OracleOutput,Mutation score CES_Mutant OracleOutput,Number of killed CES_Mutant OracleState,Mutation score CES_Mutant OracleState,Number of killed CES_Mutant OracleOutputAndState,Mutation score CES_Mutant OracleOutputAndState,Number of killed CES_Mutant OracleW,Mutation score CES_Mutant OracleW,Number of RT_Mutant,Number of killed RT_Mutant OracleOutput,Mutation score RT_Mutant OracleOutput,Number of killed RT_Mutant OracleState,Mutation score RT_Mutant OracleState,Number of killed RT_Mutant OracleOutputAndState,Mutation score RT_Mutant OracleOutputAndState,Number of killed RT_Mutant OracleW,Mutation score RT_Mutant OracleW,Number of DT_Mutant,Number of killed DT_Mutant OracleOutput,Mutation score DT_Mutant OracleOutput,Number of killed DT_Mutant OracleState,Mutation score DT_Mutant OracleState,Number of killed DT_Mutant OracleOutputAndState,Mutation score DT_Mutant OracleOutputAndState,Number of killed DT_Mutant OracleW,Mutation score DT_Mutant OracleW,Number of IT_Mutant,Number of killed IT_Mutant OracleOutput,Mutation score IT_Mutant OracleOutput,Number of killed IT_Mutant OracleState,Mutation score IT_Mutant OracleState,Number of killed IT_Mutant OracleOutputAndState,Mutation score IT_Mutant OracleOutputAndState,Number of killed IT_Mutant OracleW,Mutation score IT_Mutant OracleW,Number of DS_Mutant,Number of killed DS_Mutant OracleOutput,Mutation score DS_Mutant OracleOutput,Number of killed DS_Mutant OracleState,Mutation score DS_Mutant OracleState,Number of killed DS_Mutant OracleOutputAndState,Mutation score DS_Mutant OracleOutputAndState,Number of killed DS_Mutant OracleW,Mutation score DS_Mutant OracleW,Number of IDSS_Mutant,Number of killed IDSS_Mutant OracleOutput,Mutation score IDSS_Mutant OracleOutput,Number of killed IDSS_Mutant OracleState,Mutation score IDSS_Mutant OracleState,Number of killed IDSS_Mutant OracleOutputAndState,Mutation score IDSS_Mutant OracleOutputAndState,Number of killed IDSS_Mutant OracleW,Mutation score IDSS_Mutant OracleW,Number of IDES_Mutant,Number of killed IDES_Mutant OracleOutput,Mutation score IDES_Mutant OracleOutput,Number of killed IDES_Mutant OracleState,Mutation score IDES_Mutant OracleState,Number of killed IDES_Mutant OracleOutputAndState,Mutation score IDES_Mutant OracleOutputAndState,Number of killed IDES_Mutant OracleW,Mutation score IDES_Mutant OracleW
2,2,2,2738,102,0.03725347,94,0.034331627,119,0.04346238,309,0.1128561,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,26,0.046428572,26,0.046428572,28,0.05,62,0.11071429,80,13,0.1625,13,0.1625,14,0.175,15,0.1875,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,27,0.1125,80,2,0.025,0,0,2,0.025,9,0.1125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,31,0.043055557,21,0.029166667,32,0.044444446,141,0.19583334,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,5,0.0625,4,0.05,5,0.0625,15,0.1875,80,2,0.025,1,0.0125,2,0.025,9,0.1125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,1,0.11111111,1,0.11111111,1,0.11111111,5,0.5555556,80,1,0.0125,2,0.025,2,0.025,1,0.0125,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,103,0.0376187,100,0.03652301,120,0.043827612,358,0.13075237,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,26,0.046428572,22,0.039285716,28,0.05,74,0.13214286,80,13,0.1625,11,0.1375,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,33,0.045833334,32,0.044444446,34,0.047222223,160,0.22222222,720,8,0.011111111,18,0.025,18,0.025,18,0.025,80,3,0.0375,3,0.0375,3,0.0375,19,0.2375,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,103,0.0376187,100,0.03652301,119,0.04346238,355,0.12965669,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,28,0.05,22,0.039285716,28,0.05,74,0.13214286,80,14,0.175,11,0.1375,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,32,0.044444446,32,0.044444446,33,0.045833334,159,0.22083333,720,7,0.009722223,18,0.025,18,0.025,17,0.023611112,80,3,0.0375,3,0.0375,3,0.0375,19,0.2375,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,1,0.0125,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,91,0.033235937,101,0.036888238,116,0.04236669,346,0.12636961,9,6,0.6666667,6,0.6666667,7,0.7777778,7,0.7777778,560,24,0.042857144,24,0.042857144,26,0.046428572,68,0.12142857,80,12,0.15,12,0.15,13,0.1625,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,28,0.03888889,29,0.04027778,32,0.044444446,157,0.21805556,720,4,0.0055555557,18,0.025,18,0.025,16,0.022222223,80,4,0.05,4,0.05,4,0.05,19,0.2375,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,98,0.03579255,100,0.03652301,120,0.043827612,357,0.13038714,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,26,0.046428572,22,0.039285716,28,0.05,74,0.13214286,80,13,0.1625,11,0.1375,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,31,0.043055557,31,0.043055557,33,0.045833334,159,0.22083333,720,6,0.008333334,18,0.025,18,0.025,17,0.023611112,80,3,0.0375,4,0.05,4,0.05,20,0.25,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,103,0.0376187,109,0.03981008,123,0.0449233,370,0.13513513,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,26,0.046428572,26,0.046428572,28,0.05,74,0.13214286,80,13,0.1625,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,32,0.044444446,32,0.044444446,34,0.047222223,168,0.23333333,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,5,0.0625,6,0.075,6,0.075,21,0.2625,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,8,0.8888889,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,96,0.03506209,106,0.03871439,120,0.043827612,343,0.12527393,9,6,0.6666667,6,0.6666667,7,0.7777778,7,0.7777778,560,24,0.042857144,26,0.046428572,28,0.05,70,0.125,80,12,0.15,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,31,0.043055557,32,0.044444446,34,0.047222223,154,0.21388888,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,3,0.0375,3,0.0375,3,0.0375,14,0.175,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,97,0.03542732,105,0.03834916,118,0.04309715,348,0.12710008,9,7,0.7777778,6,0.6666667,7,0.7777778,7,0.7777778,560,24,0.042857144,24,0.042857144,26,0.046428572,68,0.12142857,80,12,0.15,12,0.15,13,0.1625,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,32,0.044444446,33,0.045833334,34,0.047222223,158,0.21944444,720,7,0.009722223,18,0.025,18,0.025,18,0.025,80,3,0.0375,4,0.05,4,0.05,18,0.225,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,97,0.03542732,109,0.03981008,121,0.044192843,357,0.13038714,9,9,1,9,1,9,1,9,1,560,24,0.042857144,26,0.046428572,28,0.05,74,0.13214286,80,12,0.15,13,0.1625,14,0.175,22,0.275,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,32,0.044444446,33,0.045833334,34,0.047222223,158,0.21944444,720,6,0.008333334,18,0.025,18,0.025,18,0.025,80,2,0.025,2,0.025,2,0.025,18,0.225,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,6,0.6666667,80,0,0,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
2,2,2,2738,97,0.03542732,115,0.04200146,124,0.045288533,363,0.13257852,9,8,0.8888889,9,1,9,1,8,0.8888889,560,20,0.035714287,28,0.05,28,0.05,72,0.12857144,80,10,0.125,14,0.175,14,0.175,21,0.2625,0,0,NaN,0,NaN,0,NaN,0,NaN,240,6,0.025,0,0,6,0.025,30,0.125,80,2,0.025,0,0,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,720,34,0.047222223,35,0.048611112,35,0.048611112,168,0.23333333,720,8,0.011111111,18,0.025,18,0.025,17,0.023611112,80,4,0.05,3,0.0375,4,0.05,18,0.225,80,2,0.025,2,0.025,2,0.025,10,0.125,0,0,NaN,0,NaN,0,NaN,0,NaN,9,2,0.22222222,2,0.22222222,2,0.22222222,7,0.7777778,80,1,0.0125,2,0.025,2,0.025,2,0.025,80,0,0,2,0.025,2,0.025,0,0
