Test suite file,states,inputs,outputs,transitions,Number of All_Mutants,Number of killed All_Mutants OracleOutput,Mutation score All_Mutants OracleOutput,EventSequence_Levenshtein_AverageValue,EventSequence_Levenshtein_SquaredSummation,EventSequence_Levenshtein_Manhattan,EventSequence_Levenshtein_Euclidean,EventSequence_SimpsonDiversity_AverageValue,EventSequence_SimpsonDiversity_SquaredSummation,EventSequence_SimpsonDiversity_Manhattan,EventSequence_SimpsonDiversity_Euclidean,EventSequence_Hamming_AverageValue,EventSequence_Hamming_SquaredSummation,EventSequence_Hamming_Manhattan,EventSequence_Hamming_Euclidean,EventSequence_ShannonIndex,EventSequence_Nei,EventStatePairs_Levenshtein_AverageValue,EventStatePairs_Levenshtein_SquaredSummation,EventStatePairs_Levenshtein_Manhattan,EventStatePairs_Levenshtein_Euclidean,EventStatePairs_SimpsonDiversity_AverageValue,EventStatePairs_SimpsonDiversity_SquaredSummation,EventStatePairs_SimpsonDiversity_Manhattan,EventStatePairs_SimpsonDiversity_Euclidean,EventStatePairs_Hamming_AverageValue,EventStatePairs_Hamming_SquaredSummation,EventStatePairs_Hamming_Manhattan,EventStatePairs_Hamming_Euclidean,EventStatePairs_ShannonIndex,EventStatePairs_Nei,StateSequence_Levenshtein_AverageValue,StateSequence_Levenshtein_SquaredSummation,StateSequence_Levenshtein_Manhattan,StateSequence_Levenshtein_Euclidean,StateSequence_SimpsonDiversity_AverageValue,StateSequence_SimpsonDiversity_SquaredSummation,StateSequence_SimpsonDiversity_Manhattan,StateSequence_SimpsonDiversity_Euclidean,StateSequence_Hamming_AverageValue,StateSequence_Hamming_SquaredSummation,StateSequence_Hamming_Manhattan,StateSequence_Hamming_Euclidean,StateSequence_ShannonIndex,StateSequence_Nei
TR_TestSuite9.txt,10,4,4,40,1218,828,0.67980295,0,0,0,0,0.829916898,0.828351013,0.829916898,0.829916898,0.400030998,0.326315789,0.4,0.331143497,0.761158022,0.486634681,0.321375187,0.231182796,0.321428571,0.233235413,0.643122677,0.642039542,0.643122677,0.643122677,0.333275921,0.315508021,0.333333333,0.320067701,0.794416244,0.36417657,0.281313572,0.247474747,0.28125,0.25001375,0.272189349,0.271648045,0.272189349,0.272189349,0.272688839,0.364130435,0.272727273,0.369287165,0.394867962,0.299929923
TR_TestSuite22.txt,10,4,4,40,1218,831,0.682266,0.675631519,0.594713656,0.675675676,0.598256571,0.850969529,0.849566056,0.850969529,0.850969529,0.599969002,0.505263158,0.6,0.510711689,0.688014037,0.513365319,1,0.978494624,1,0.978731417,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.875036327,0.868686869,0.875,0.870211141,0.862721893,0.863128492,0.862721893,0.862721893,0.90910372,0.934782609,0.909090909,0.936107396,0.770303936,0.899789769
TR_TestSuite23.txt,10,4,4,40,1218,831,0.682266,0.378283273,0.273127753,0.378378378,0.276072143,0.340720222,0.337833494,0.340720222,0.340720222,0.599969002,0.505263158,0.6,0.510711689,0.194867858,0.513365319,0.964291646,0.940860215,0.964285714,0.941494279,0.92936803,0.928199792,0.92936803,0.92936803,1,1,1,1,0.959137056,1,0.875036327,0.868686869,0.875,0.870211141,0.862721893,0.863128492,0.862721893,0.862721893,0.90910372,0.934782609,0.909090909,0.936107396,0.770303936,0.899789769
TR_TestSuite35.txt,10,4,4,40,1218,831,0.682266,0.621591052,0.533039648,0.621621622,0.536706078,0.702493075,0.699774992,0.702493075,0.702493075,0.900030998,0.878947368,0.9,0.881228012,0.647549073,0.87868403,0.964291646,0.940860215,0.964285714,0.941494279,0.92936803,0.928199792,0.92936803,0.92936803,1,1,1,1,0.959137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite34.txt,10,4,4,40,1218,831,0.682266,0.945833857,0.894273128,0.945945946,0.89565127,0.95734072,0.956927033,0.95734072,0.95734072,0.900030998,0.878947368,0.9,0.881228012,0.924882114,0.87868403,1,0.978494624,1,0.978731417,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite27.txt,10,4,4,40,1218,831,0.682266,0.675631519,0.577092511,0.675675676,0.580680091,0.680886427,0.678559949,0.680886427,0.680886427,0.900030998,0.878947368,0.9,0.881228012,0.577914245,0.87868403,0.964291646,0.940860215,0.964285714,0.941494279,0.92936803,0.928199792,0.92936803,0.92936803,1,1,1,1,0.959137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite26.txt,10,4,4,40,1218,831,0.682266,1,0.938325991,1,0.939171379,0.936288089,0.93539055,0.936288089,0.936288089,0.900030998,0.878947368,0.9,0.881228012,0.855247286,0.87868403,1,0.978494624,1,0.978731417,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite14.txt,10,4,4,40,1218,833,0.68390805,0.459343974,0.356828194,0.459459459,0.360224874,0.872576177,0.871102539,0.872576177,0.872576177,0.300061996,0.278947368,0.3,0.283373297,0.868954929,0.365318711,0.357083541,0.279569892,0.357142857,0.281894314,0.215613383,0.213319459,0.215613383,0.215613383,0.333275921,0.315508021,0.333333333,0.320067701,0.269543147,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite15.txt,10,4,4,40,1218,833,0.68390805,0.513510117,0.427312775,0.513513514,0.430924543,0.489750693,0.486660238,0.489750693,0.489750693,0.300061996,0.278947368,0.3,0.283373297,0.517600614,0.365318711,0.321375187,0.241935484,0.321428571,0.244054589,0.643122677,0.642039542,0.643122677,0.643122677,0.333275921,0.315508021,0.333333333,0.320067701,0.794416244,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite36.txt,10,4,4,40,1218,833,0.68390805,0.837752922,0.797356828,0.837837838,0.799718908,0.680886427,0.678559949,0.680886427,0.680886427,1,0.957894737,1,0.958755086,0.728698322,1,1,0.956989247,1,0.957455987,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,1,0.888888889,1,0.890212974,0.772781065,0.771648045,0.772781065,0.772781065,1,0.885869565,1,0.888071531,0.627304434,1
TR_TestSuite2.txt,10,4,4,40,1218,833,0.68390805,0.189141636,0.162995595,0.189189189,0.165024226,0.766204986,0.764063002,0.766204986,0.766204986,0,0.031578947,0,0.032257906,0.632086852,0,0.357083541,0.279569892,0.357142857,0.281894314,0.215613383,0.213319459,0.215613383,0.215613383,0.333275921,0.315508021,0.333333333,0.320067701,0.269543147,0.36417657,0.187590817,0.080808081,0.1875,0.08182846,0.227218935,0.226256983,0.227218935,0.227218935,0.181792559,0.25,0.181818182,0.254198246,0.307922272,0.199719692
TR_TestSuite3.txt,10,4,4,40,1218,833,0.68390805,0.297222571,0.303964758,0.297297297,0.307101685,0,0,0,0,0,0.031578947,0,0.032257906,0,0,0.321375187,0.241935484,0.321428571,0.244054589,0.643122677,0.642039542,0.643122677,0.643122677,0.333275921,0.315508021,0.333333333,0.320067701,0.794416244,0.36417657,0.187590817,0.080808081,0.1875,0.08182846,0.227218935,0.226256983,0.227218935,0.227218935,0.181792559,0.25,0.181818182,0.254198246,0.307922272,0.199719692
TR_TestSuite37.txt,10,4,4,40,1218,833,0.68390805,0.837752922,0.797356828,0.837837838,0.799718908,0.680886427,0.678559949,0.680886427,0.680886427,1,0.957894737,1,0.958755086,0.728698322,1,0.964291646,0.919354839,0.964285714,0.920198306,0.92936803,0.928199792,0.92936803,0.92936803,1,1,1,1,0.959137056,1,1,0.888888889,1,0.890212974,0.772781065,0.771648045,0.772781065,0.772781065,1,0.885869565,1,0.888071531,0.627304434,1
TR_TestSuite30.txt,10,4,4,40,1218,833,0.68390805,0.945833857,0.920704846,0.945945946,0.921769898,0.95734072,0.956927033,0.95734072,0.95734072,1,0.957894737,1,0.958755086,0.924882114,1,1,0.978494624,1,0.978731417,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite31.txt,10,4,4,40,1218,833,0.68390805,0.621591052,0.559471366,0.621621622,0.563098142,0.702493075,0.699774992,0.702493075,0.702493075,1,0.957894737,1,0.958755086,0.647549073,1,0.964291646,0.940860215,0.964285714,0.941494279,0.92936803,0.928199792,0.92936803,0.92936803,1,1,1,1,0.959137056,1,0.875036327,0.919191919,0.875,0.920182113,1,1,1,1,0.90910372,1,0.909090909,1,1,0.899789769
TR_TestSuite7.txt,10,4,4,40,1218,833,0.68390805,0.567550584,0.471365639,0.567567568,0.475040742,0.468144044,0.465445194,0.468144044,0.468144044,0.300061996,0.278947368,0.3,0.283373297,0.447965786,0.365318711,0.321375187,0.241935484,0.321428571,0.244054589,0.643122677,0.642039542,0.643122677,0.643122677,0.333275921,0.315508021,0.333333333,0.320067701,0.794416244,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite6.txt,10,4,4,40,1218,833,0.68390805,0.513510117,0.400881057,0.513513514,0.404428573,0.850969529,0.849566056,0.850969529,0.850969529,0.300061996,0.278947368,0.3,0.283373297,0.799320101,0.365318711,0.357083541,0.279569892,0.357142857,0.281894314,0.215613383,0.213319459,0.215613383,0.215613383,0.333275921,0.315508021,0.333333333,0.320067701,0.269543147,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite17.txt,10,4,4,40,1218,835,0.6855501,0.837752922,0.797356828,0.837837838,0.799718908,0.766204986,0.764063002,0.766204986,0.766204986,1,0.968421053,1,0.969073685,0.780348722,1,0.964291646,0.930107527,0.964285714,0.930846292,1,1,1,1,1,1,1,1,1,1,0.906277245,0.833333333,0.90625,0.835194182,0.590532544,0.589385475,0.590532544,0.590532544,0.90910372,0.891304348,0.909090909,0.893411602,0.497259591,0.912403644
TR_TestSuite16.txt,10,4,4,40,1218,835,0.6855501,0.837752922,0.797356828,0.837837838,0.799718908,0.766204986,0.764063002,0.766204986,0.766204986,1,0.968421053,1,0.969073685,0.780348722,1,1,0.967741935,1,0.968097126,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.906277245,0.833333333,0.90625,0.835194182,0.590532544,0.589385475,0.590532544,0.590532544,0.90910372,0.891304348,0.909090909,0.893411602,0.497259591,0.912403644
TR_TestSuite11.txt,10,4,4,40,1218,835,0.6855501,0.189141636,0.207048458,0.189189189,0.209490424,0.361772853,0.359048537,0.361772853,0.361772853,0.400030998,0.357894737,0.4,0.36293461,0.247395548,0.486634681,0.321375187,0.241935484,0.321428571,0.244054589,0.643122677,0.642039542,0.643122677,0.643122677,0.333275921,0.315508021,0.333333333,0.320067701,0.794416244,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite10.txt,10,4,4,40,1218,835,0.6855501,0.135101169,0.136563877,0.135135135,0.138320445,0.744598338,0.742526519,0.744598338,0.744598338,0.400030998,0.357894737,0.4,0.36293461,0.598749863,0.486634681,0.357083541,0.279569892,0.357142857,0.281894314,0.215613383,0.213319459,0.215613383,0.215613383,0.333275921,0.315508021,0.333333333,0.320067701,0.269543147,0.36417657,0.187590817,0.131313131,0.1875,0.132874996,0.363313609,0.362430168,0.363313609,0.363313609,0.181792559,0.315217391,0.181818182,0.320037648,0.537618336,0.199719692
TR_TestSuite39.txt,10,4,4,40,1218,840,0.6896552,0.108080935,0,0.108108108,0,0.255401662,0.253294761,0.255401662,0.255401662,0.400030998,0.315789474,0.4,0.320534995,0.305625617,0.486634681,0.321375187,0.241935484,0.321428571,0.244054589,0.42936803,0.427679501,0.42936803,0.42936803,0.333275921,0.315508021,0.333333333,0.320067701,0.668527919,0.36417657,0.375036327,0.232323232,0.375,0.234754179,0.772781065,0.771648045,0.772781065,0.772781065,0.454481398,0.179347826,0.454545455,0.182652202,0.705530643,0.46250876
TR_TestSuite38.txt,10,4,4,40,1218,840,0.6896552,0.459343974,0.392070485,0.459459459,0.395591114,0.447091413,0.444230151,0.447091413,0.447091413,0.400030998,0.315789474,0.4,0.320534995,0.536243009,0.486634681,0.357083541,0.279569892,0.357142857,0.281894314,0.215613383,0.213319459,0.215613383,0.215613383,0.333275921,0.315508021,0.333333333,0.320067701,0.269543147,0.36417657,0.375036327,0.232323232,0.375,0.234754179,0.772781065,0.771648045,0.772781065,0.772781065,0.454481398,0.179347826,0.454545455,0.182652202,0.705530643,0.46250876
TR_TestSuite18.txt,10,4,4,40,1218,842,0.69129723,0.945833857,0.929515419,0.945945946,0.930470638,0.744598338,0.742526519,0.744598338,0.744598338,1,1,1,1,0.719157802,1,1,0.978494624,1,0.978731417,0.643122677,0.642039542,0.643122677,0.643122677,1,1,1,1,0.509137056,1,0.81255449,0.717171717,0.8125,0.719900999,0.681656805,0.680865922,0.681656805,0.681656805,0.818207441,0.842391304,0.818181818,0.845286571,0.640259093,0.812193413
TR_TestSuite19.txt,10,4,4,40,1218,842,0.69129723,1,1,1,1,0.425484765,0.423015108,0.425484765,0.425484765,1,1,1,1,0.402127426,1,0.964291646,0.940860215,0.964285714,0.941494279,1,1,1,1,1,1,1,1,1,1,0.81255449,0.717171717,0.8125,0.719900999,0.681656805,0.680865922,0.681656805,0.681656805,0.818207441,0.842391304,0.818181818,0.845286571,0.640259093,0.812193413
Pearson Correlation Coefficient,,,,,,,,0.03440362,0.033967743,0.034388305,0.033456876,-0.526075367,-0.526905586,-0.526075367,-0.526075367,0.088393356,0.165336215,0.08839568,0.164038686,-0.469902128,0.116051187,0.037749305,-0.010935186,0.037776207,-0.010665425,-0.007135867,-0.007364037,-0.007135867,-0.007135867,0.037802202,0.131597001,0.037829166,0.130978259,0.054731575,0.052614209,-0.029100152,-0.158010437,-0.029111357,-0.157174117,0.228370953,0.227712677,0.228370953,0.228370953,0.017526235,-0.029807008,0.01754467,-0.029908117,0.232900016,0.016921756
Spearman Rank Correlation Coefficients,,,,,,,,-0.02413932,-0.046359307,-0.02413932,-0.046359307,-0.608479991,-0.608479991,-0.608479991,-0.608479991,0.130097568,0.252314889,0.130097568,0.252314889,-0.534728524,0.117190752,-0.024598172,-0.076972171,-0.024598172,-0.076972171,-0.065187048,-0.065187048,-0.065187048,-0.065187048,-0.02666457,0.152337172,-0.02666457,0.152337172,0.023155554,-0.02666457,-0.188586348,-0.370072006,-0.188586348,-0.370072006,0.133645323,0.133645323,0.133645323,0.133645323,-0.105855345,-0.224193,-0.105855345,-0.224193,0.093669678,-0.155779185
P-values,,,,,,,,0.882460596,0.77636648,0.882460596,0.77636648,3.11E-05,3.11E-05,3.11E-05,3.11E-05,0.423637178,0.116249653,0.423637178,0.116249653,0.000378568,0.471424113,0.880242382,0.636870185,0.880242382,0.636870185,0.689428127,0.689428127,0.689428127,0.689428127,0.870264258,0.348035763,0.870264258,0.348035763,0.887219355,0.870264258,0.243858453,0.0187505,0.243858453,0.0187505,0.410996049,0.410996049,0.410996049,0.410996049,0.51563479,0.164305734,0.51563479,0.164305734,0.565359021,0.337121013
